Y_test,Y_pred_0,Y_pred_1,Tweet
0.0,0.9995837754724126,0.00041622452758743026,tummy hurts 
0.0,0.9995837754724126,0.00041622452758743026,My tummy hurts 
0.0,0.9995837754724126,0.00041622452758743026,Tummy hurts 
0.0,0.9995323906400406,0.00046760935995935287,*sigh* I hate sore throats. 
0.0,0.9995203760601622,0.0004796239398378163,"Ugh I hate this, my tummy hurt "
0.0,0.9995155834781945,0.00048441652180551296,has bad hayfever again!!!1 
0.0,0.9994803605002414,0.0005196394997586052,my knee hurts 
0.0,0.9994803605002414,0.0005196394997586052,my knee hurts.... 
0.0,0.9994215860450625,0.0005784139549375129,my neck hurts. 
0.0,0.999402764371697,0.0005972356283030723,my muscles are aching! I hate being sick 
0.0,0.999391553611412,0.0006084463885880168,@adrisr Poor you! 
0.0,0.999391553611412,0.0006084463885880168,@amyweald I am more poor than you... 
0.0,0.9993880709239751,0.0006119290760248942,i have a massive headache now... 
0.0,0.9993567525344147,0.0006432474655853432,sick again 
0.0,0.9993162320501372,0.0006837679498628477,my knees are sore 
0.0,0.9992547207740621,0.0007452792259379139,aaarrrrrrrrrrggggghhh itchy eyes! damn you hayfever 
0.0,0.9992246404021898,0.0007753595978101723, I hate pain
0.0,0.9991064848834221,0.000893515116577908,ouch! my ear hurts 
0.0,0.9990951155246517,0.0009048844753483305,Got a sore throat 
0.0,0.9990821926122627,0.0009178073877372418,Pinky cramp! 
0.0,0.9990545508490558,0.0009454491509442369,@earljon sorry... 
0.0,0.9990545508490558,0.0009454491509442369,@dontmesswithhef  sorry
1.0,0.9990356233190761,0.000964376680923897,@ksmcnally sore? 
0.0,0.9990347509552179,0.0009652490447821335,Just woke up... To a stomach ache... 
0.0,0.9990166999293277,0.0009833000706722399,my throat hurts really bad  dang allergies
0.0,0.9989933966743506,0.0010066033256493883,i can't decide if i have tummy cramps or just tummy ache. ughhh. 
0.0,0.9989889346303836,0.0010110653696163458,eye hurts 
0.0,0.9989479997477939,0.0010520002522060488,"uggggggggh, throbbing headache "
0.0,0.9989398829258236,0.0010601170741763959,knee pain is the worst.. 
0.0,0.9989103917650488,0.001089608234951198,"aaaahhhhh... itchy itchy itchy but i can't scratch, tooo sore! "
0.0,0.9988976866643805,0.0011023133356195443,i am so not down with the sickness. 
0.0,0.9988183694853734,0.001181630514626583,Home sick. I have a sore throat and fever. 
0.0,0.9987800608904788,0.0012199391095212208,my legs hurt so bad.  
0.0,0.9986959146811434,0.00130408531885667,My puppy is sick. He threw up. 
0.0,0.9986918038231838,0.0013081961768161901,@SDNewsfeed depressing 
0.0,0.9986699197368287,0.0013300802631712602,"My throat hurts, I think it's sore. bleh, I don't wanna be sick "
0.0,0.9986571428312204,0.001342857168779562,Wishes her stomach didnt hurt 
0.0,0.9986446142013141,0.0013553857986858505,"@ohheydaria. @supmaaya now you are making me sad   i hate you, but I will miss you..."
0.0,0.9986380412658281,0.0013619587341718942,I have a cold 
0.0,0.9986380412658281,0.0013619587341718942,its cold 
0.0,0.9986380412658281,0.0013619587341718942,Its too cold 
0.0,0.9986210198292508,0.0013789801707492267,@igaia and I'm very sorry for your loss 
0.0,0.9985990674132736,0.0014009325867263593,killer headache 
0.0,0.998571334998018,0.0014286650019820462,cat scratches hurt 
0.0,0.998560627676229,0.0014393723237709638, i feel sad. Discouraged. Lonely. Unlucky.
0.0,0.9985442458982504,0.001455754101749556,My body hurts 
0.0,0.9985398758776141,0.001460124122385981,"So unfair - sore throat, headache, runny nose - all on a long weekend "
0.0,0.9985276400492861,0.0014723599507139229,Ugh. I have a belly ache. 
0.0,0.9985015967118505,0.0014984032881495627,@chocolatemilk ouch 
0.0,0.9985015967118505,0.0014984032881495627,@Scriblit Ouch 
0.0,0.9984980570074687,0.0015019429925312423,is so tired he feels sick. 
0.0,0.9984938317518328,0.0015061682481671789,"Limping to work, my knee hurts "
0.0,0.9984524945853961,0.001547505414603902,Woke up to a headache 
0.0,0.9984311292099023,0.001568870790097659,Nightmares are the worst.  I feel sick.
0.0,0.9984236422344303,0.0015763577655698,ughhhhh 
0.0,0.9983993771664447,0.0016006228335553282,I feel really sick to my stomach. 
0.0,0.9982964866735246,0.0017035133264754205,"i'm sick, it sucks "
0.0,0.9982804547128368,0.0017195452871632325,i have a MAJOR headache like it hurts so bad 
0.0,0.998178984388542,0.0018210156114579956,SHE LEFT ME..  I HATE HER.. 
0.0,0.9981584143764527,0.001841585623547297,i can't sleep.  my stomach hurtss
0.0,0.9981483287124113,0.0018516712875886188,@AlwaysCharmed yuck! I am very prone to those. I feel your pain. 
0.0,0.9980950166112251,0.0019049833887749056,at home with a sprained ankle 
0.0,0.9980643528450323,0.001935647154967703,Ow ow my nose hurts 
0.0,0.9980297039411469,0.001970296058853079,i hate it when i get sad 
0.0,0.9980234318636739,0.0019765681363260405,@toofondofbooks how frustrating 
0.0,0.998008018208271,0.0019919817917290143,Hospital  ugh
0.0,0.9980030234334416,0.0019969765665584093,It hurt so bad i cant sleep  .
0.0,0.9980017363447378,0.0019982636552622443,i hate having a blocked nose 
0.0,0.997999602553217,0.0020003974467830204,Cant sleep.  i hate being sick.
0.0,0.997966058193552,0.002033941806447956,@PhuqPhase  sorry to disappoint.
